pH,N,P,K,Crop,Report
5.7,112,68,79,Ginger,"**Soil Deficiency**: pH is 5.7 (optimal 6.0-7.0, too acidic), N is 112 (optimal 90-110, high), P is 68 (optimal 40-60, high), K is 79 (optimal 50-70, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
7.0,115,43,67,Tea,"**Soil Deficiency**: pH is 7.0 (optimal 4.5-6.0, too alkaline), N is 115 (optimal 100-130, adequate), P is 43 (optimal 20-40, high), K is 67 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
5.9,79,66,40,Coconut,"**Soil Deficiency**: pH is 5.9 (optimal 5.5-7.5, suitable), N is 79 (optimal 80-100, low), P is 66 (optimal 40-60, high), K is 40 (optimal 35-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce P applications. **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
4.8,94,42,69,Cardamom,"**Soil Deficiency**: pH is 4.8 (optimal 5.5-6.5, too acidic), N is 94 (optimal 70-90, high), P is 42 (optimal 25-45, adequate), K is 69 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
5.2,106,34,79,Coffee,"**Soil Deficiency**: pH is 5.2 (optimal 5.0-6.5, suitable), N is 106 (optimal 100-130, adequate), P is 34 (optimal 20-40, adequate), K is 79 (optimal 50-70, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications. **Soil Type Context**: Red/Black soil, suitable for Coffee. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Maintain shade with silver oak; prune annually."
5.0,99,46,49,Arecanut,"**Soil Deficiency**: pH is 5.0 (optimal 5.5-7.0, too acidic), N is 99 (optimal 85-105, adequate), P is 46 (optimal 35-55, adequate), K is 49 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
4.3,65,64,40,Coconut,"**Soil Deficiency**: pH is 4.3 (optimal 5.5-7.5, too acidic), N is 65 (optimal 80-100, low), P is 64 (optimal 40-60, high), K is 40 (optimal 35-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce P applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
5.2,69,42,42,Blackgram,"**Soil Deficiency**: pH is 5.2 (optimal 6.0-7.5, too acidic), N is 69 (optimal 50-70, adequate), P is 42 (optimal 25-45, adequate), K is 42 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply lime (500 kg/ha). **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
4.1,109,40,43,Ginger,"**Soil Deficiency**: pH is 4.1 (optimal 6.0-7.0, too acidic), N is 109 (optimal 90-110, adequate), P is 40 (optimal 40-60, adequate), K is 43 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
5.2,74,34,37,Pepper,"**Soil Deficiency**: pH is 5.2 (optimal 5.5-6.5, too acidic), N is 74 (optimal 60-80, adequate), P is 34 (optimal 30-50, adequate), K is 37 (optimal 45-65, low). **Fertilizer Suggestion**: Maintain current levels; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
4.1,106,48,46,Coffee,"**Soil Deficiency**: pH is 4.1 (optimal 5.0-6.5, too acidic), N is 106 (optimal 100-130, adequate), P is 48 (optimal 20-40, high), K is 46 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Red/Black soil, suitable for Coffee. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Maintain shade with silver oak; prune annually."
4.2,86,39,52,Paddy,"**Soil Deficiency**: pH is 4.2 (optimal 5.5-7.0, too acidic), N is 86 (optimal 70-90, adequate), P is 39 (optimal 30-50, adequate), K is 52 (optimal 30-50, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Clay/Loam soil, suitable for Paddy. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Level fields; use neem biopesticides for stem borers."
7.8,114,44,68,Tea,"**Soil Deficiency**: pH is 7.8 (optimal 4.5-6.0, too alkaline), N is 114 (optimal 100-130, adequate), P is 44 (optimal 20-40, high), K is 68 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
4.2,89,45,65,Arecanut,"**Soil Deficiency**: pH is 4.2 (optimal 5.5-7.0, too acidic), N is 89 (optimal 85-105, adequate), P is 45 (optimal 35-55, adequate), K is 65 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
5.3,83,19,57,Coffee,"**Soil Deficiency**: pH is 5.3 (optimal 5.0-6.5, suitable), N is 83 (optimal 100-130, low), P is 19 (optimal 20-40, low), K is 57 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; apply superphosphate (20 kg/ha). **Soil Type Context**: Red/Black soil, suitable for Coffee. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Maintain shade with silver oak; prune annually."
4.9,70,39,57,Coconut,"**Soil Deficiency**: pH is 4.9 (optimal 5.5-7.5, too acidic), N is 70 (optimal 80-100, low), P is 39 (optimal 40-60, low), K is 57 (optimal 35-50, high). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; apply superphosphate (20 kg/ha).; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
4.8,84,38,73,Ginger,"**Soil Deficiency**: pH is 4.8 (optimal 6.0-7.0, too acidic), N is 84 (optimal 90-110, low), P is 38 (optimal 40-60, low), K is 73 (optimal 50-70, high). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; apply superphosphate (20 kg/ha).; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
6.1,96,60,29,Coconut,"**Soil Deficiency**: pH is 6.1 (optimal 5.5-7.5, suitable), N is 96 (optimal 80-100, adequate), P is 60 (optimal 40-60, adequate), K is 29 (optimal 35-50, low). **Fertilizer Suggestion**: Maintain current levels; apply potash (15 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
7.0,77,27,39,Pepper,"**Soil Deficiency**: pH is 7.0 (optimal 5.5-6.5, too alkaline), N is 77 (optimal 60-80, adequate), P is 27 (optimal 30-50, low), K is 39 (optimal 45-65, low). **Fertilizer Suggestion**: Maintain current levels; apply superphosphate (20 kg/ha).; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
4.9,76,49,59,Paddy,"**Soil Deficiency**: pH is 4.9 (optimal 5.5-7.0, too acidic), N is 76 (optimal 70-90, adequate), P is 49 (optimal 30-50, adequate), K is 59 (optimal 30-50, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Clay/Loam soil, suitable for Paddy. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Level fields; use neem biopesticides for stem borers."
5.0,84,54,61,Cardamom,"**Soil Deficiency**: pH is 5.0 (optimal 5.5-6.5, too acidic), N is 84 (optimal 70-90, adequate), P is 54 (optimal 25-45, high), K is 61 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
5.8,95,46,40,Paddy,"**Soil Deficiency**: pH is 5.8 (optimal 5.5-7.0, suitable), N is 95 (optimal 70-90, high), P is 46 (optimal 30-50, adequate), K is 40 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers. **Soil Type Context**: Clay/Loam soil, suitable for Paddy. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Level fields; use neem biopesticides for stem borers."
4.4,91,36,79,Tea,"**Soil Deficiency**: pH is 4.4 (optimal 4.5-6.0, too acidic), N is 91 (optimal 100-130, low), P is 36 (optimal 20-40, adequate), K is 79 (optimal 50-70, high). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
6.8,64,47,46,Cardamom,"**Soil Deficiency**: pH is 6.8 (optimal 5.5-6.5, too alkaline), N is 64 (optimal 70-90, low), P is 47 (optimal 25-45, high), K is 46 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce P applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
5.9,84,57,76,Pepper,"**Soil Deficiency**: pH is 5.9 (optimal 5.5-6.5, suitable), N is 84 (optimal 60-80, high), P is 57 (optimal 30-50, high), K is 76 (optimal 45-65, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; reduce K applications. **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
6.0,109,39,71,Arecanut,"**Soil Deficiency**: pH is 6.0 (optimal 5.5-7.0, suitable), N is 109 (optimal 85-105, high), P is 39 (optimal 35-55, adequate), K is 71 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce K applications. **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
7.7,128,42,76,Cocoa,"**Soil Deficiency**: pH is 7.7 (optimal 6.0-7.0, too alkaline), N is 128 (optimal 90-120, high), P is 42 (optimal 30-50, adequate), K is 76 (optimal 60-80, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply sulfur (400 kg/ha). **Soil Type Context**: Red soil, suitable for Cocoa. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Plant shade trees; add compost (5 tons/ha)."
5.3,107,31,37,Cardamom,"**Soil Deficiency**: pH is 5.3 (optimal 5.5-6.5, too acidic), N is 107 (optimal 70-90, high), P is 31 (optimal 25-45, adequate), K is 37 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
7.6,121,45,36,Arecanut,"**Soil Deficiency**: pH is 7.6 (optimal 5.5-7.0, too alkaline), N is 121 (optimal 85-105, high), P is 45 (optimal 35-55, adequate), K is 36 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
4.6,84,25,52,Groundnut,"**Soil Deficiency**: pH is 4.6 (optimal 6.0-7.0, too acidic), N is 84 (optimal 60-80, high), P is 25 (optimal 20-40, adequate), K is 52 (optimal 30-50, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Sandy soil, suitable for Groundnut. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Inoculate with Rhizobium; rotate with Paddy."
5.5,49,29,41,Blackgram,"**Soil Deficiency**: pH is 5.5 (optimal 6.0-7.5, too acidic), N is 49 (optimal 50-70, low), P is 29 (optimal 25-45, adequate), K is 41 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
7.7,47,20,25,Blackgram,"**Soil Deficiency**: pH is 7.7 (optimal 6.0-7.5, too alkaline), N is 47 (optimal 50-70, low), P is 20 (optimal 25-45, low), K is 25 (optimal 30-50, low). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; apply superphosphate (20 kg/ha).; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
5.6,73,41,41,Arecanut,"**Soil Deficiency**: pH is 5.6 (optimal 5.5-7.0, suitable), N is 73 (optimal 85-105, low), P is 41 (optimal 35-55, adequate), K is 41 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
6.1,96,46,69,Pepper,"**Soil Deficiency**: pH is 6.1 (optimal 5.5-6.5, suitable), N is 96 (optimal 60-80, high), P is 46 (optimal 30-50, adequate), K is 69 (optimal 45-65, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce K applications. **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
5.7,86,26,33,Cardamom,"**Soil Deficiency**: pH is 5.7 (optimal 5.5-6.5, suitable), N is 86 (optimal 70-90, adequate), P is 26 (optimal 25-45, adequate), K is 33 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; apply potash (15 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
6.9,101,33,35,Arecanut,"**Soil Deficiency**: pH is 6.9 (optimal 5.5-7.0, suitable), N is 101 (optimal 85-105, adequate), P is 33 (optimal 35-55, low), K is 35 (optimal 40-60, low). **Fertilizer Suggestion**: Maintain current levels; apply superphosphate (20 kg/ha).; apply potash (15 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
6.7,61,51,36,Blackgram,"**Soil Deficiency**: pH is 6.7 (optimal 6.0-7.5, suitable), N is 61 (optimal 50-70, adequate), P is 51 (optimal 25-45, high), K is 36 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; reduce P applications. **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
7.1,127,41,65,Ginger,"**Soil Deficiency**: pH is 7.1 (optimal 6.0-7.0, too alkaline), N is 127 (optimal 90-110, high), P is 41 (optimal 40-60, adequate), K is 65 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
6.6,110,71,56,Coconut,"**Soil Deficiency**: pH is 6.6 (optimal 5.5-7.5, suitable), N is 110 (optimal 80-100, high), P is 71 (optimal 40-60, high), K is 56 (optimal 35-50, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; reduce K applications. **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
7.0,82,47,63,Cashew,"**Soil Deficiency**: pH is 7.0 (optimal 5.5-6.5, too alkaline), N is 82 (optimal 70-90, adequate), P is 47 (optimal 20-40, high), K is 63 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; reduce K applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy soil, suitable for Cashew. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Prune older branches; apply wood ash (2 kg/tree)."
5.9,127,40,83,Tea,"**Soil Deficiency**: pH is 5.9 (optimal 4.5-6.0, suitable), N is 127 (optimal 100-130, high), P is 40 (optimal 20-40, adequate), K is 83 (optimal 50-70, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce K applications. **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use rainfed irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
5.2,124,21,49,Coffee,"**Soil Deficiency**: pH is 5.2 (optimal 5.0-6.5, suitable), N is 124 (optimal 100-130, adequate), P is 21 (optimal 20-40, adequate), K is 49 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; apply potash (15 kg/ha). **Soil Type Context**: Red/Black soil, suitable for Coffee. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Maintain shade with silver oak; prune annually."
4.8,57,41,38,Blackgram,"**Soil Deficiency**: pH is 4.8 (optimal 6.0-7.5, too acidic), N is 57 (optimal 50-70, adequate), P is 41 (optimal 25-45, adequate), K is 38 (optimal 30-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply lime (500 kg/ha). **Soil Type Context**: Black Cotton soil, suitable for Blackgram. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Rotate with Paddy; use Rhizobium inoculation."
7.9,101,46,27,Paddy,"**Soil Deficiency**: pH is 7.9 (optimal 5.5-7.0, too alkaline), N is 101 (optimal 70-90, high), P is 46 (optimal 30-50, adequate), K is 27 (optimal 30-50, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha).; apply sulfur (400 kg/ha). **Soil Type Context**: Clay/Loam soil, suitable for Paddy. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Level fields; use neem biopesticides for stem borers."
4.3,104,43,40,Tea,"**Soil Deficiency**: pH is 4.3 (optimal 4.5-6.0, too acidic), N is 104 (optimal 100-130, high), P is 43 (optimal 20-40, high), K is 40 (optimal 50-70, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Tea. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Prune every 3-4 years; use pine needle mulch."
4.6,73,41,71,Cardamom,"**Soil Deficiency**: pH is 4.6 (optimal 5.5-6.5, too acidic), N is 73 (optimal 70-90, adequate), P is 41 (optimal 25-45, adequate), K is 71 (optimal 40-60, high). **Fertilizer Suggestion**: Maintain current levels; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
5.6,131,47,55,Cocoa,"**Soil Deficiency**: pH is 5.6 (optimal 6.0-7.0, too acidic), N is 131 (optimal 90-120, high), P is 47 (optimal 30-50, adequate), K is 55 (optimal 60-80, low). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply potash (15 kg/ha).; apply lime (500 kg/ha). **Soil Type Context**: Red soil, suitable for Cocoa. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Plant shade trees; add compost (5 tons/ha)."
4.0,107,60,57,Arecanut,"**Soil Deficiency**: pH is 4.0 (optimal 5.5-7.0, too acidic), N is 107 (optimal 85-105, high), P is 60 (optimal 35-55, high), K is 57 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
5.0,108,46,67,Ginger,"**Soil Deficiency**: pH is 5.0 (optimal 6.0-7.0, too acidic), N is 108 (optimal 90-110, adequate), P is 46 (optimal 40-60, adequate), K is 67 (optimal 50-70, adequate). **Fertilizer Suggestion**: Maintain current levels; apply lime (500 kg/ha). **Soil Type Context**: Sandy Loam soil, suitable for Ginger. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Apply straw mulch; monitor for bacterial wilt."
4.7,109,64,58,Arecanut,"**Soil Deficiency**: pH is 4.7 (optimal 5.5-7.0, too acidic), N is 109 (optimal 85-105, high), P is 64 (optimal 35-55, high), K is 58 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Arecanut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Intercrop with Pepper; apply farmyard manure (10 tons/ha)."
7.3,53,31,59,Groundnut,"**Soil Deficiency**: pH is 7.3 (optimal 6.0-7.0, too alkaline), N is 53 (optimal 60-80, low), P is 31 (optimal 20-40, adequate), K is 59 (optimal 30-50, high). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce K applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy soil, suitable for Groundnut. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Inoculate with Rhizobium; rotate with Paddy."
6.7,65,65,29,Coconut,"**Soil Deficiency**: pH is 6.7 (optimal 5.5-7.5, suitable), N is 65 (optimal 80-100, low), P is 65 (optimal 40-60, high), K is 29 (optimal 35-50, low). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; reduce P applications.; apply potash (15 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
4.6,117,43,60,Coconut,"**Soil Deficiency**: pH is 4.6 (optimal 5.5-7.5, too acidic), N is 117 (optimal 80-100, high), P is 43 (optimal 40-60, adequate), K is 60 (optimal 35-50, high). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce K applications.; apply lime (500 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
5.8,100,23,60,Cardamom,"**Soil Deficiency**: pH is 5.8 (optimal 5.5-6.5, suitable), N is 100 (optimal 70-90, high), P is 23 (optimal 25-45, low), K is 60 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply superphosphate (20 kg/ha). **Soil Type Context**: Black soil, suitable for Cardamom. **Irrigation Recommendation**: Use drip irrigation. **Additional Suggestions**: Ensure high humidity; apply leaf litter mulch."
7.4,82,48,55,Cashew,"**Soil Deficiency**: pH is 7.4 (optimal 5.5-6.5, too alkaline), N is 82 (optimal 70-90, adequate), P is 48 (optimal 20-40, high), K is 55 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; reduce P applications.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy soil, suitable for Cashew. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Prune older branches; apply wood ash (2 kg/tree)."
6.1,74,35,40,Coconut,"**Soil Deficiency**: pH is 6.1 (optimal 5.5-7.5, suitable), N is 74 (optimal 80-100, low), P is 35 (optimal 40-60, low), K is 40 (optimal 35-50, adequate). **Fertilizer Suggestion**: Maintain current levels; apply urea (15 kg/ha).; apply superphosphate (20 kg/ha). **Soil Type Context**: Alluvial soil, suitable for Coconut. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Apply coconut husk mulch; monitor for red palm weevil."
7.6,96,27,50,Cashew,"**Soil Deficiency**: pH is 7.6 (optimal 5.5-6.5, too alkaline), N is 96 (optimal 70-90, high), P is 27 (optimal 20-40, adequate), K is 50 (optimal 40-60, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; apply sulfur (400 kg/ha). **Soil Type Context**: Sandy soil, suitable for Cashew. **Irrigation Recommendation**: Use well irrigation. **Additional Suggestions**: Prune older branches; apply wood ash (2 kg/tree)."
6.5,91,53,59,Pepper,"**Soil Deficiency**: pH is 6.5 (optimal 5.5-6.5, suitable), N is 91 (optimal 60-80, high), P is 53 (optimal 30-50, high), K is 59 (optimal 45-65, adequate). **Fertilizer Suggestion**: Maintain current levels; avoid additional N fertilizers.; reduce P applications. **Soil Type Context**: Alluvial/Black soil, suitable for Pepper. **Irrigation Recommendation**: Use canal irrigation. **Additional Suggestions**: Provide trellises; apply neem cake (1 kg/vine)."
